job_id,Job Title,Company Name,Level,Description,Essential Skills,Salary Info,Alumni Profile Link,Job Link
1422bb8e-d722-4e02-9205-9c146ca16594,Human Resources Staffing Coordinator | Alliance Precision Plastics,Alliance Precision Plastics,Employment type: Full-time.,"Join Alliance Precision Plastics as a full-time Human Resources Staffing Coordinator in Rochester, NY. Manage recruitment, new hire orientations, and employee relations. Essential responsibilities include recruiting, conducting orientations, maintaining records, and coordinating HR projects. Benefits include competitive pay, positive work environment, and career advancement opportunities. Qualifications include HR knowledge, interpersonal skills, and customer service mindset. Experience in recruitment, HRIS systems, labor laws, and BA/BS degree are preferred. Must adapt to a fast-paced environment and uphold confidentiality. Collaborate with HR team and support company policies. Apply now to contribute to our high-quality workforce management.","Essential Skills:, 1. Strong knowledge of Human Resources (HR) practices and regulations, 2. Excellent communication and interpersonal skills, 3. Experience conducting new hire orientations, 4. Customer service-oriented mindset, 5. Ability to effectively handle employee relations issues",Salary information: NA,https://www.linkedin.com/in/sara-derushia-bruzda-62a79630?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAaF2QIBMdRFWin4UhRle284YbuZG7OeNT0,https://www.linkedin.com/jobs/view/3932714619/
f0e70304-979b-4f6f-836f-babc92b6cc25,Admissions Advisor | Buffalo State University,Buffalo State University,You will work on-site.,"Seeking an Admissions Advisor to focus on the Metro New York region at Buffalo State University. Responsibilities include implementing a new student recruitment plan, representing the university at various events, advising students and parents, conducting information sessions, and managing partnerships with access programs. The role requires overnight travel within New York state and working evenings and weekends. Qualifications include a bachelor’s degree, experience in college admissions, excellent communication and organizational skills, proficiency in Microsoft Office, and a valid driver's license.","Essential skills required for the job:, , 1. Demonstrated experience in college admissions or related area within higher education., 2. Ability to travel overnight and work evenings and weekends for up to 10 weeks of recruitment-related travel per semester., 3. Excellent",$55.2K per year,https://www.linkedin.com/in/dloreto?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAE9JuIB1Qd9mqNbKUGiCZjS570RGIQjdpU,https://www.linkedin.com/jobs/view/3937073666/
dc8e5beb-a68b-416c-a90c-62ada7538927,Project Manager | Stark Tech,Stark Tech,Job is located at a physical work site.,"Seeking a Project Manager in Tonawanda, NY to lead technical support for various projects. Responsibilities include managing scope, expenses, timelines, resources, contractors, and technical documentation. Requirements include an associate degree, 1-3 years of project management experience, knowledge of construction or HVAC, proficiency in Microsoft Office, and ability to travel 25-50% of the time. Project Management Professional Certification is a plus. Competitive salary, Paid Time Off, 401(k), and health benefits offered. Strong communication and multitasking skills are essential. If you are customer-focused and detail-oriented, apply now. Salary: $64,263 - $96,395 per year.","Essential Skills:, 1. Project management experience in building infrastructure and/or energy reduction initiatives, 2. Knowledge of construction or HVAC industry, 3. Mechanical and/or Electrical engineering understanding, 4. Proficiency in Microsoft Office 365 suite, 5.",$64.3K/yr - $96.4K/yr. Per year.,https://www.linkedin.com/in/christine-stuber-3a968331?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAavNnEB32f_fnW1TQpc6ZQH2nRFkkGkSjw,https://www.linkedin.com/jobs/view/3887954292/
09280d23-ad17-44bf-9c90-947f46be9c40,Senior Clinical Pharmacologist I | Gilead Sciences,Gilead Sciences,"All days are worked, typically 35-40","Join Gilead as a Sr. Clinical Pharmacologist I based in Foster City, CA. Lead clinical pharmacology studies in Inflammation and Oncology, from initial stages to approval. Manage study design, execution, analysis, and regulatory support. Collaborate with cross-functional teams and external partners, balance timelines, and present findings. Requirements include a PharmD/PhD with 2+ years or MS with 8+ years experience in biopharma, healthcare, or related fields, expertise in Inflammation or Oncology, and familiarity with clinical operations and regulatory guidelines. Strong analytical and communication skills are essential. Salary range: $177,905.00 - $230,230.00, plus benefits. Apply through the Internal Career","Essential skills required for the job:, 1. PharmD or PhD in pharmaceutical sciences, pharmacology, or related discipline, 2. Strong experience in Inflammation (Immunology) or Oncology, 3. Ability to lead and manage design",Salary range: $177.9K - $230.2K per year.,https://www.linkedin.com/in/madiap?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANWQVUBov-OsTcVW4lBqe1loCVf1rPA52s,https://www.linkedin.com/jobs/view/3930687148/
fbd0c41e-ab47-43a0-8ed1-ff42f017c3b0,Licensed Acupuncturist | Doctor Acupuncture,Doctor Acupuncture,Temporary or fixed-term employment agreement.,"Join our team at Doctor Acupuncture in Woburn, MA, as a Licensed Acupuncturist. Responsibilities include conducting acupuncture treatments, moxibustion therapy, herbal remedies, and oriental medicine services. Requirements: Acupuncture, Moxibustion, Oriental Medicine expertise, strong interpersonal skills, and relevant certifications. Bachelor's or Master's degree preferred. Full-time role with flexible hours. Compensation based on a per-treatment rate. Work on-site at our clinic.","- Expertise in Acupuncture, Moxibustion, and Oriental Medicine, - Experience in diagnosing and treating various medical conditions, - Strong interpersonal and communication skills, - Ability to work in a team, - Certification and/or license in Ac",Contract position with salary information not provided. NA,https://www.linkedin.com/in/sze-chi-huang-1b5b22171?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACjsRJkBo76gey8YCyGukN-UQZ4oBvKlMDg,https://www.linkedin.com/jobs/view/3924028519/
6094db4c-b6cf-416d-aa7c-9eecdb4ba3dc,Principal - Software Engineer | Ally,Ally,Employment level: Full-time position.,"Ally Financial is seeking an experienced Principal - Software Engineer to join the Compliance Technology team. Responsibilities include coding, testing, and supporting financial crimes applications, providing technical guidance to the team, and leading project development and maintenance activities. Required skills include 5+ years of Java development experience, AWS proficiency, and knowledge of DevOps tools. Preferred qualifications include experience in Investment Banking/Financial services, API debugging tools, and familiarity with SAS technologies. Ally offers competitive compensation, time off benefits, comprehensive health and wellness options, as well as career development programs. Join us to innovate and deliver customer-focused tech solutions in a dynamic environment. Learn more at ally.com/careers.","1. Minimum 5 years of strong, hands-on enterprise software development experience with Java technologies, Rest API, data exchange (JSON, XML), and SQL server/Oracle DB., 2. Ability to write clean, quality, and testable applications for",NA,https://www.linkedin.com/in/ruchikumar01?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAPcKTsBuy-WEHBTOayFkETsRaf8WcVdvUQ,https://www.linkedin.com/jobs/view/3916119885/
383affdf-d139-4282-8848-699b6abbb215,Client Services Bookkeeper | APA Solutions,APA Solutions,Matches job preferences with On-site workplace preference.,"APA Solutions is seeking a full-time Client Services Bookkeeper for a property management company in Buffalo, NY. Responsibilities include daily accounting, client communications, and ensuring customer satisfaction. Qualifications: bookkeeping/accounting experience, strong communication skills, client service expertise, finance knowledge, attention to detail, team player, software proficiency, and relevant certifications. Experience in recruiting or leadership coaching is a bonus.","1. Bookkeeping or accounting experience, 2. Strong communication and customer service skills, 3. Experience in client services and customer satisfaction, 4. Knowledge of finance and bookkeeping, 5. Attention to detail and accuracy, 6. Ability to work well",Hourly rate: $22/hr - $28/hr,https://www.linkedin.com/in/jeanfilipiak?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAG6gYgBnq39c8d7zh6_CkU_C61ew9YhshA,https://www.linkedin.com/jobs/view/3938797376/
c36785c6-beb2-464b-8f94-2329cb76931f,"Non Invasive Cardiologist, ENT, and Vascular Surgeon | Cynergy Consulting Services, Inc.","Cynergy Consulting Services, Inc.",On-site employment preferred; work at physical location.,"Join our growing team in Syracuse, NY. Seeking a Physician for our beautiful community. Options for employment or independent practice with competitive compensation and benefits. Assistance provided for relocation and transition. Responsibilities include general Non-Invasive Cardiology, ENT, and Vascular Surgery. Residency training completion required, board certification preferred. All experience levels considered.","1. Completed residency training, 2. Board certification preferred, 3. Experience in Non-Invasive Cardiology, ENT, or Vascular Surgery, 4. Ability to work independently, 5. Willingness to relocate, 6. Strong communication skills","Salary: up to $400,000 per year",https://www.linkedin.com/in/charles-r-cimasi-8867114?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAADRMKYBBZ4xDKxylt-vT59TqmUh-setlYM,https://www.linkedin.com/jobs/view/3888029437/
e25eabad-94e0-4559-b04c-6e218d56a2fc,Director of Information Technology | New York Technology Partners,New York Technology Partners,Workplace is on-site.,"Join us at New York Technology Partners in Rochester as the global IT leader for our esteemed manufacturing client. Lead the IT department, drive the adoption of modern technologies, and ensure the cybersecurity of our client's global operations. Collaborate to design and evaluate IT infrastructure, identifying and addressing risks and opportunities. Work closely with varied industries including automotive, aerospace, and medical devices. Bring your expertise to enhance efficiency and security in our fast-paced manufacturing environment. Contact us for more information on this exciting opportunity.","- Leadership skills, - Knowledge of modern IT software and technologies, - Experience in designing and auditing IT infrastructure, - Understanding of cybersecurity vulnerabilities and risks, - Familiarity with security standards such as NIST and ISO","Salary range: $175,000/year - $185,000/year.",https://www.linkedin.com/in/amylreynolds?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAABQmr8BslH8eOQE-VyPtkW3O-t6lILyXp0,https://www.linkedin.com/jobs/view/3924592645/
bf9249fb-00cf-4eff-a890-c362801c5a9f,"Senior Product Designer, Growth | BioRender",BioRender,Full-time job.,"BioRender is seeking a user-obsessed Product Designer to join the Growth Team to design new products and product experiments that enhance scientists' research communication and drive business outcomes. Responsibilities include understanding user personas, leading design strategy, creating product experiments, optimizing user experiences, and contributing to product strategy. The ideal candidate is skilled in user research, data analysis, creative problem-solving, and fostering cross-functional collaboration. Graphic/visual design background is a plus. Remote-first company culture with team members across Canada and the United States. Join us in democratizing science communication and accelerating scientific discovery!","Essential skills required for the job:, 1. User-centered design: Ability to understand user personas, behaviors, and needs to design products that drive business outcomes., 2. Data-driven decision-making: Proficiency in using qualitative and quantitative data to inform product",Salary information not provided.,https://www.linkedin.com/in/nicholasjheim?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA4nu4MBIoRNYTTOb4pFj1NXAfW5FMSJzsA,https://www.linkedin.com/jobs/view/3866841364/
b7e918f5-e177-4a30-a150-bbe2eab4274f,Technical Sales Manager | Samyang Group,Samyang Group,Full-time: Matches your job preferences as full-time,"Join Samyang as a full-time Technical Sales Manager specializing in food ingredients. Manage accounts, provide technical support, and drive sales while delivering exceptional customer service. Required: 3-5 years of field experience in the Food and Beverage industry, strong sales skills, and a background in account management. Excellent communication skills and a Bachelor's degree are essential. Experience in selling ingredients to CPG companies is a plus. Ability to work independently, travel, and build lasting client relationships is crucial. Join us in adding value to life globally through innovative products and services.","1. Food and Beverage industry experience, 2. Technical Sales and Sales skills, 3. Account Management and Customer Service skills, 4. Technical Support skills, 5. Minimum of 3-5 years field experience selling ingredients, 6. Direct contacts and",Salary information not provided. NA,https://www.linkedin.com/in/douglas-ys-lim-90778785?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABIXIFcBnlQP7FZfcoGWT7jU5qNrIJGysKI,https://www.linkedin.com/jobs/view/3927682423/
9c70c047-0fd8-4474-b706-1990140b383b,Civil Design Engineer | Matthew Fried,Matthew Fried,On-site employment preferred; work must be done at,"Seeking a full-time Civil Design Engineer for on-site work in West Coast, FL. Responsibilities include design calculations, drafting, site visits, and compliance assurance. Requirements: Bachelor's degree in Civil Engineering, proficiency in AutoCAD/Civil 3D, site design experience, and problem-solving skills. PE license preferred. Experience in construction is advantageous. Passion for sustainable design and continuous learning is a plus.","1. Bachelor's degree in Civil Engineering or a related field, 2. Proficiency in AutoCAD, Civil 3D, and other design software, 3. Experience with site development, grading, drainage, and utility design, 4. Strong understanding","Salary range: $100,000/yr - $110,000/yr",https://www.linkedin.com/in/matthew-fried-373556138?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACGKe4cB8kkPAr9ewG6hU_CykCTRGR_quMA,https://www.linkedin.com/jobs/view/3907836954/
6234d156-4788-4c66-8edd-7e310c17a85e,Senior Electrical Designer | GHD,GHD,Job type is Full-time.,"Join our Northeast Engineering Design Organization as a Senior Electrical Designer, focusing on power distribution systems for municipal water, wastewater, and infrastructure facilities. Collaborate with a dynamic team to deliver innovative solutions using AutoCAD and Visual Lighting software. Bring 8+ years of design experience, AutoCAD proficiency, and a degree in relevant field. Competitive salary offered based on experience. Be part of a global, diverse team committed to creating a sustainable future. Embrace the challenge, shape communities, and drive positive change with GHD.","1. Proficiency with AutoCAD, 2. Electrical design experience for a variety of projects, 3. Knowledge and experience with Visual Lighting software (AGi32 a plus), 4. Ability to manage multiple project tasks and meet challenging deadlines, 5.",$28.62/hr - $42.92/hr (per hour),https://www.linkedin.com/in/jamiekenline?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAASP8SgBjZocQxBN56HYTbcZVotMoohKbEs,https://www.linkedin.com/jobs/view/3684733858/
9708d039-8e97-4cf6-a6cb-321ad9810e20,Postdoctoral Researcher | University of Michigan,University of Michigan,40 hours per week.,"The University of Michigan seeks a Research Fellow to investigate vascular alterations and tissue fibrosis in autoimmune diseases. The position involves utilizing cutting-edge techniques to study senescence in vascular endothelial cells and its impact on disease progression. Ideal candidates hold a PhD or MD, possess strong communication skills, and are proficient in cell and molecular biology. Experience with advanced techniques like single-cell RNA-sequencing and CHIP-seq is desirable. Candidates must demonstrate autonomy, organization, and the ability to work independently. Proficiency in English is required. This postdoctoral opportunity offers a dynamic research environment and the chance to contribute to translational outcomes in autoimmune disease research. Apply at: https://careers.umich.edu/job_detail/247004/research-fellow","1. Strong communication skills, 2. Ability to resolve problems autonomously, 3. Knowledge and hands-on experience in cell and molecular biology, 4. Aptitude in computational tasks, 5. Expertise in culturing primary human endothelial cells, 6",Salary information: NA,https://www.linkedin.com/in/eliza-pei-suen-tsou-87957239?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAgXlV0BMsDXwvFRiYY6K40MSifVDvc9JN8,https://www.linkedin.com/jobs/view/3937515507/
27ad118f-cebe-4b07-96d7-9b76c1a28f70,Accountant asst. | Goya Foods,Goya Foods,Employment level is full-time.,"Join Goya Foods as a full-time on-site Accountant Assistant in Angola, NY. Support the finance department with daily accounting tasks, including accounts payable and receivable, data entry, and financial report preparation. Qualifications: Associate's degree in Accounting or related field, proficiency in Excel and accounting software, attention to detail, organizational skills, communication abilities, and prior experience in accounting preferred.","Essential skills required for the job:, 1. Proficiency in Microsoft Excel and accounting software, 2. Attention to detail and accuracy in financial recordkeeping, 3. Strong organizational and time management skills, 4. Excellent communication and interpersonal skills, 5.",Salary information: NA.,https://www.linkedin.com/in/alanparrino?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAEN584BiXDMqWcX5irl2wu9PPCrsBJHi1U,https://www.linkedin.com/jobs/view/3925625265/
8f5b0cc8-7b12-42ea-b3ee-46e5fee45581,Sales Representative | Big Think Capital ,Big Think Capital,Full-time employment.,"Join Big Think Capital as a Sales Representative in Melville, NYC, or Miami. Drive uncapped income with hot incoming leads and guidance from a dedicated Sales Trainer. No financial sales experience needed but grit, respect, integrity, and tenacity are essential for success. Consult with small business owners to secure funding solutions and support them throughout the process. Earn when clients obtain funding, with high potential earnings. Bachelor’s degree preferred with strong verbal communication and organizational skills. Enjoy benefits like health insurance, paid vacation, ongoing training, and a collaborative team. Apply now to join a leading alternative lending marketplace helping businesses thrive and prosper.","Essential Skills:, 1. Strong verbal communication skills, 2. Good organizational skills and follow-through habits, 3. Willingness to learn and develop",NA,https://www.linkedin.com/in/kevin-vincent-7172086b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA7NggMB98ffmE1O6dCfFYs14U_2ZqcLrF4,https://www.linkedin.com/jobs/view/3922899857/
39a7d7cf-2e8f-440a-9ee7-56812ddd473d,"Veterinarian | Amphastar Pharmaceuticals, Inc.","Amphastar Pharmaceuticals, Inc.",Temporary or project-based employment.,"Amphastar Pharmaceuticals is seeking an on-site contract Veterinarian in Chino, CA. Responsibilities include providing veterinary care, ensuring regulatory compliance, conducting exams, diagnosing and treating animals, performing surgeries, and collaborating with other professionals. Qualifications include a Doctorate in Veterinary Medicine, valid California veterinary license, 2+ years of experience, and strong veterinary knowledge. Excellent communication, problem-solving skills, and attention to detail are required. Experience in pharmaceutical research is a plus.","- Doctorate in Veterinary Medicine, - Valid and active veterinary license in the state of California, - Minimum of 2 years of experience as a Veterinarian, - Strong knowledge of veterinary medicine, animal health, and diseases, - Proficiency in",Salary information not provided. NA,https://www.linkedin.com/in/shihwing-yip-4852938a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABLoJ-UBHY2kMpGXEkXBd2GvhhUWyRBYvtU,https://www.linkedin.com/jobs/view/3937814284/
b626ceb2-5be9-4957-b84e-0a07b25fc375,Licensed Mental Health Clinicians - Multiple Openings - Sign-On Bonus | Harmonia Collaborative Care,Harmonia Collaborative Care,"Job location is on-site, not remote.","Join our team of Licensed Mental Health Clinicians focusing on adolescents and adults. Provide therapy, crisis intervention, and support for behavioral issues. Collaborate with a multi-disciplinary team, utilize evidence-based approaches, and maintain documentation. Requires clinical experience in behavioral health and a Master’s degree in social work or related field. LCSW, LMHC, or PhD preferred. Must maintain professional licensure and credentials. Enjoy a supportive work environment voted one of WNY's Best Places to Work, with a sign-on bonus, generous PTO, and benefits. If you are a compassionate mental health professional dedicated to helping individuals, apply now to positively impact lives.","Essential Skills:, 1. Clinical behavioral therapy, 2. Crisis intervention, 3. Counseling skills, 4. Treatment planning, 5. Psychotherapy, 6. Case management, 7. Advocacy, 8. Documentation, 9. Team collaboration",$55K/yr - $63K/yr per year,https://www.linkedin.com/in/laura-spencer-14485225?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAVJU0QBdENy1NbjnYJswW1K-3YzoY0WPlA,https://www.linkedin.com/jobs/view/3928343820/
b3ddc728-aa68-4e67-8cec-d5657f760a06,"LGBTQ+ Youth Case Manager | GLYS WNY, Inc. ","GLYS WNY, Inc.",Workplace preference is On-site for job opportunities matching,"Join GLYS as a full-time Case Manager to support LGBTQ+ youth and families in Western New York through the Pathways program. Collaborate with a team to provide care coordination, referrals, and mental health support plans. Conduct assessments, maintain records, and ensure participants' overall wellbeing. Ideal candidates have a Bachelor's degree in social work, LGBTQ+ youth experience, and a passion for advocacy. Salary ranges from $48,000 to $52,000 annually, with benefits and remote work options available. Submit your application to executive@glyswny.org and be part of a diverse and inclusive organization advocating for LGBTQ+ youth empowerment.","Essential skills required for the job:, , 1. Experience with and/or passion for issues impacting LGBTQ+ youth, 2. Experience with case management or care coordination, 3. Bachelor’s degree in social work or human services (Master’s preferred), 4.","Salary range: $48,000 - $52,000 per year.",https://www.linkedin.com/in/jack-kavanaugh-lmsw-3a680632?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAbh6q4BDUsipPgC05_d1ig7HX5WyFtNZuw,https://www.linkedin.com/jobs/view/3931568390/
17b4d4fd-de19-48c7-bd06-84e6a0d22533,"Editorial and Internal Communications, Sr Specialist | Northern Trust",Northern Trust,Employment level: Full-time.,"Join Northern Trust as the Senior Specialist – Editorial and Internal Communications to shape stories for our global team of 23,000+ employees. This role involves crafting content aligned with strategic priorities, celebrating our inclusive culture, and measuring engagement for optimization. As a journalistic-minded candidate, your responsibilities include managing internal platforms, developing an editorial calendar, integrating narrative with strategy, and enhancing alignment with PR efforts. Skills desired include experience in communications, digital media, analytics, visual storytelling, and collaboration with senior executives. If you thrive in a dynamic, collaborative environment and are passionate about impactful storytelling, join us in amplifying our DEI narrative and fostering a culture of inclusion. Apply now to be part of a team committed to service, expertise, and integrity!","1. Experience in communications, journalism, or marketing roles, preferably in an internal/corporate newsroom or agency setting, 2. Experience in email marketing optimization, 3. Digital, social media, and/or external communications experience, 4. Visual storytelling",Salary information: NA,https://www.linkedin.com/in/jeffrey-levine-5328b78?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAGOjTYBk1MVO9-DEoYgKl_enDVUnvXyW98,https://www.linkedin.com/jobs/view/3870383838/
a3cd8e71-3301-4fcc-a4a8-2ad4672e6788,Sr. DevOps Engineer - Federal | Yurts,Yurts,Full-time employment.,"Join Yurts, a leading AI innovator, as a Senior DevOps Engineer requiring US DoD or Intelligence SECRET clearance. Lead deployment to government cloud environments using Terraform, Kubernetes, and comply with US Govt RMF. Architect and maintain installers for on-prem and cloud setups, leverage automation, ensure security and availability, and support ATO and CTF processes. Collaborate with engineering teams, troubleshoot system issues, and recommend tech enhancements. Qualifications include SECRET clearance, BS in Computer Science, 4+ years DevOps experience, cloud proficiency, containerization expertise, and automation skills. TS/SCI clearance is preferred, along with ML model deployment experience. Thrive in a dynamic, agile environment while contributing to innovative enterprise","- 4+ years of experience as a DevOps or DevSecOps Engineer, or equivalent software-engineering role., - Strong communication skills and the ability to collaborate effectively with clients, partner vendors, end users, and cross-functional teams., - Prof",NA,https://www.linkedin.com/in/mike-tong?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB8rFM0Be8yH8SUaDkrcQY24UF0qtXA0UOk,https://www.linkedin.com/jobs/view/3899976134/
31ee04f9-0e67-4d72-bfda-ab66e89b81f9,Middle School Mathematics Teacher | Christina Seix Academy (CSA),Christina Seix Academy (CSA),Workplace requires employees to work at the physical location,"Christina Seix Academy is looking for a Middle School Math Teacher for the 2024-2025 school year. This role involves collaborating with the academic team to create a nurturing and effective learning environment. Qualifications include a Bachelor's Degree, with a Master's in Education preferred. The ideal candidate will have a ""can do"" attitude, be highly organized, and embrace diversity, equity, and inclusion. Responsibilities include implementing the curriculum, tracking student progress, and fostering a positive school culture. Benefits include a competitive salary, health insurance, 401k, professional development opportunities, and more. This position requires adaptability and a commitment to student success. Equal opportunity employer.","1. Bachelor's Degree , 2. Experience in teaching, 3. Ability to create and implement curriculum, 4. Track and assess student progress, 5. Individualize instruction, 6. Excellent communication skills, 7. Highly organized, 8. Ability to","Salary range is $60,000 - $80,000 per year.",https://www.linkedin.com/in/cari-welsh-shrm-cp-884b2641?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAjjI2QBkPUug781VkxOQPIFcXhi9C0nZYM,https://www.linkedin.com/jobs/view/3931878300/
72d8feea-3cad-404a-886f-cfdf937f9933,Radiologic Technologist - PRN | Concentra,Concentra,Employment is full-time.,"Concentra is seeking a Radiologic Technologist & Medical Support Specialist to perform x-ray exams, assist with patient care, maintain equipment, and ensure quality clinical service. Requirements include a high school diploma, accreditation in radiologic technology with state certification, ARRT registration, CPR/First Aid certification, and at least six months of medical assistant experience. Key competencies include service mentality, attention to detail, urgency, initiative, and flexibility. Exceptional customer service skills, ability to handle confidential information, teamwork orientation, and proficiency in Microsoft Office are essential. Continuous training and certifications are expected. This role involves access to sensitive information and requires accommodation for individuals with disabilities. This position plays a crucial role in providing high-quality, compassionate care to our patients.","Essential Skills Required for the Job:, , 1. Radiologic Technologist Skills:, - Ability to perform routine x-ray examinations following policies and procedures, - Efficient and accurate delivery of patient care, - Operating radiologic equipment and adjusting controls, - Ensuring",Salary information not provided. NA,https://www.linkedin.com/in/julie-scheider-6382491a3?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC-OTEwBnhOhMRHml-9o_tIYcRD194OXalc,https://www.linkedin.com/jobs/view/3922465835/
9c708163-ae6f-46e8-80e0-b87aada2b9f2,Editorial Specialist (hybrid schedule) | Goodwin,Goodwin,Workplace location is on-site according to job preferences,"Join Goodwin as an Editor in Marketing and Communications, contributing to our content marketing efforts. You will collaborate with lawyers and client development teams to create compelling written pieces across various channels. Responsibilities include refining content, meeting deadlines, and supporting editorial tasks. The ideal candidate has a Bachelor’s degree, 4+ years of business writing experience, strong editing skills, and a solid grasp of marketing trends. Excellent communication, organizational abilities, and the willingness to accept feedback are essential. This role requires autonomy, adaptability, and the ability to engage with a variety of stakeholders. Goodwin Procter is an equal opportunity employer.","1. Strong editorial judgment, 2. Ability to distill complex ideas into accessible copy, 3. Understanding of marketing trends and business concepts, 4. Excellent communication and people skills, 5. Collaboration with subject matter experts and colleagues, 6. Exceptional",$70.8K-$106.2K per year,https://www.linkedin.com/in/robert-mertz?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAEa3dYBv2-vRY-la66F4QugXPmLPnyg2aY,https://www.linkedin.com/jobs/view/3929069264/
0ddb5f69-b173-4bee-9b1f-a9b52ec0f0b4,"TPA Plan Administrator | Actuarial Consulting Services, Inc. (ACSI)","Actuarial Consulting Services, Inc. (ACSI)",Work status: Full-time.,"ACSI seeks a detail-oriented Plan Administrator with basic knowledge of defined contribution retirement plans. Responsible for compliance, contribution calculations, trust accounting, distributions, and reporting. Requirements: Bachelor’s degree in Accounting/Math, strong Excel skills, Relius Administration/Datair Pension Reporter software knowledge a plus. Competitive benefits include a 3% employer 401k contribution, health insurance, LTD and term life insurance, and 20 days of PTO. Flexible hours with Fridays off May-Sept and mid-Oct to Dec. To apply, contact Mark Brand at mbrand@acsi-ny.com or 716-691-2181 ext. 103, or Bridget Brouillette at bbrouillette@acsi-ny.com or 716","1. Basic knowledge of defined contribution retirement plans, 2. Strong technical and analytical skills, 3. Excellent Excel skills, 4. Outstanding written and oral communication skills, 5. Accuracy and attention to detail, 6. Ability to work with multiple priorities and",Salary information not provided.,https://www.linkedin.com/in/mark-brand-1aa5a17?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAFVHdIB35LE0Ak1_qJmYwbQ64JFZlpQKyg,https://www.linkedin.com/jobs/view/3941179479/
2fd7b4df-d9d8-4a4f-9ea1-a7909c27baaa,NYC Public Schools Teacher | NYC Department of Education,NYC Department of Education,Workplace is based at a physical location.,"Join NYC Public Schools as a certified teacher for fall 2024-2025, in-demand subjects include math, science, special education, Spanish, and more. Competitive starting salaries, health benefits, pension plan, and opportunities for growth and incentives provided. Must have or be working towards NY State teacher certification and the right to work in the US. Apply by Sept 1, 2024, at bit.ly/teachnyc-li-jp for access to 1600 schools. NYC Department of Education is an equal opportunity employer.","Essential skills required for the job:, , 1. Possession of or on track to earn New York State teacher certification by September 1, 2024, 2. Authorization to work in the United States, 3. Passion for teaching, 4.",$64.8K per year,https://www.linkedin.com/in/jonathan-clayton-84174084?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABHoHLEBNzxE9ULlwVGHa15OuX0xq70WBDE,https://www.linkedin.com/jobs/view/3856241702/
41bec81e-55ce-4868-955e-a4b9ce6bec72,Lower School Art Educator | The Out-of-Door Academy,The Out-of-Door Academy,"Work hours: Full-time, typically 40 hours","Join Out-of-Door Academy as a Lower School Art Educator responsible for motivating pre-K through 5th-grade students in artistic exploration. Collaborate with colleagues, teach engaging projects, and support the school’s mission. Qualifications include a Bachelor’s Degree in Fine Arts, teaching experience, proficiency in educational advances, and ability to engage with diverse stakeholders. This full-time position offers competitive compensation and benefits, starting in August 2024. Applicants of all backgrounds are welcome. Professionalism, creativity, collaboration, and strong communication skills are key qualities we seek. Apply at https://www.oda.edu/about/career-center.","1. Bachelor’s Degree in Fine Arts or related field (required), Master’s degree preferred., 2. Experience teaching in grades pre-K through 5th Grade, ideally in an independent school setting., 3. Demonstrated passion as an art educator employing",Salary information: NA,https://www.linkedin.com/in/kathryn-phelps?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABBjqEQBNYk-1Pn1WexI2RlQd8S_RbQRzPg,https://www.linkedin.com/jobs/view/3814983943/
